Index,Online_Slope,Batch_Slope
236,0.00037565073123284456,-0.00011325277499596368
237,0.00037601401557289636,-0.0001113526534807267
238,0.00037525727970315684,-0.00011195147743152853
239,0.00037156673551931775,-0.00011508552213931109
240,0.0003692366736793006,-0.00011646196441611295
241,0.0003682567973061903,-0.00011609256625358208
242,0.0003686169948504029,-0.00011644369257227042
243,0.0003678626459369303,-0.00011745693851401425
244,0.0003684880899309009,-0.00011663970778954645
245,0.0003704834563949047,-0.00011400360769184105
246,0.0003696879429954321,-0.0001137111709748781
247,0.00036606628858451134,-0.00011820448138138181
248,0.00036367836886465105,-0.00012096199552945241
249,0.00036251531471995566,-0.00012606208716470463
250,0.0003625684080653228,-0.00012950135580814035
251,0.00035981543140499255,-0.00013129015909634151
252,0.00035585115195055887,-0.00013143870172167062
253,0.00034912059839421034,-0.00013626628047424055
254,0.0003435239968857039,-0.00013946960121960695
255,0.00033905342222162655,-0.0001433881581727051
256,0.00033570107991063414,-0.00014796639602237047
257,0.0003334593027923803,-0.0001531492020006145
258,0.00033001799193368655,-0.00015657934567454629
259,0.00032772768743872805,-0.00015826688291038465
260,0.00032658083698746646,-0.00015822173473149006
261,0.0003228056537406541,-0.00015645369032274477
262,0.00032010786335162454,-0.00015523981225529985
263,0.00031848043118142515,-0.00015226780496256892
264,0.00031566620584030626,-0.00015349303523740597
265,0.0003139625421264085,-0.00015297614468258067
266,0.00031112918096782574,-0.0001566108759038764
267,0.0003094460597257692,-0.00016074419943197212
268,0.000308906196793969,-0.00016532385491368963
269,0.00030729431110857543,-0.0001738841443825754
270,0.00030466459105188995,-0.00018640243623627067
271,0.0003032629098739188,-0.00019712008521609672
272,0.00030308222433848625,-0.00020604648883165073
273,0.00030061234549436474,-0.0002166941723561014
274,0.0002993004205614211,-0.0002291014140501014
275,0.0002991398530784148,-0.00023984307334320917
276,0.0002966806085227323,-0.00025108016331998377
277,0.00029188698600786606,-0.0002606175629906071
278,0.00028812831857142425,-0.00026846390559383926
279,0.00028539868293944325,-0.0002767569690295559
280,0.0002836922352959226,-0.00028544696349014646
281,0.00027965480843129267,-0.0002957187828326608
282,0.00027658120632945534,-0.0003042805878577814
283,0.0002744659767095451,-0.00031114077374740036
284,0.00027121198101062917,-0.0003183994002939978
285,0.00026895526552508334,-0.00032392332097930146
286,0.00026769039039663863,-0.00032772085418623
287,0.0002653420916665572,-0.0003298002279601669
288,0.0002640239632087389,-0.0003301695816393698
289,0.0002637305738942717,-0.0003288369674440156
290,0.0002624080785445174,-0.00032785883273535527
291,0.00025693354819900874,-0.00032514615649424633
292,0.0002473270005822588,-0.0003238634948100649
293,0.00023877594966643386,-0.0003229358473347023
294,0.00023127503268440303,-0.00032341954665801386
295,0.00022481895004968766,-0.00032736595242742765
296,0.00021739550669166015,-0.00033475815187589564
297,0.00021105378525984657,-0.00034050277265512354
298,0.00020578848669561465,-0.00034460726661436413
299,0.0002015943718285794,-0.00034906583063729573
300,0.0001964860622496912,-0.0003518521851206568
301,0.0001924852160228804,-0.0003529737363408285
302,0.00018658629060949562,-0.00035740520141626717
303,0.00017679365606226838,-0.00036214545011922165
304,0.00016609587296971483,-0.0003651950491184897
305,0.00015454027975554473,-0.00036850905242933143
306,0.00014411525469199468,-0.00037010125874380943
307,0.00013481561093146732,-0.0003699790165727003
308,0.00012179369874441819,-0.0003710633578543295
309,0.00010988840645562959,-0.00037049149697435834
310,9.909468436607963e-05,-0.0003730727574743097
311,8.940753483478566e-05,-0.00037401034571571396
312,8.082201139732848e-05,-0.00037331115374963084
313,7.333321790500239e-05,-0.00037098200963175124
314,6.693630768398774e-05,-0.00036702967840242115
315,6.162648271396356e-05,-0.00036427974958524637
316,5.459315668643073e-05,-0.00036276858377974435
317,4.859483164683846e-05,-0.0003597394193593817
318,4.362698821016551e-05,-0.0003570666151927155
319,3.7822896627748114e-05,-0.0003547069099147733
320,3.3083822495244305e-05,-0.00035351571775000477
321,2.666286922840677e-05,-0.0003535290459082884
322,1.6681036530948254e-05,-0.0003566275932107204
323,7.710077159047034e-06,-0.00035824129342721246
324,-2.0878216820814158e-06,-0.00035837611732228685
325,-1.2668590833032938e-05,-0.0003570379825661846
326,-2.2166184098207532e-05,-0.0003542327545113195
327,-3.05850706172845e-05,-0.00034996624695270335
328,-3.792967808423624e-05,-0.00034424422287276935
329,-4.4204393378681137e-05,-0.000337072395170999
330,-4.941356318383233e-05,-0.00032845642737875004
331,-5.3561494591401435e-05,-0.0003210255733469471
332,-5.66524556938044e-05,-0.000314814735627697
333,-5.8690676164004936e-05,-0.0003072574943241314
334,-5.968034782332223e-05,-0.00029835906998548984
335,-5.962562519751706e-05,-0.0002881246385065532
336,-5.8530626061463295e-05,-0.0002765593317543614
337,-6.071943727451084e-05,-0.0002662254559296163
338,-6.442163867770131e-05,-0.00025461073229044085
339,-6.888693923427246e-05,-0.00024347242903509538
340,-7.23262623109845e-05,-0.00023102244226875997
341,-7.474357533909269e-05,-0.0002190078152020705
342,-7.614281159016366e-05,-0.00020989244136547402
343,-7.902194722642749e-05,-0.00020193311425869013
344,-8.092993809853952e-05,-0.00019267988016448
345,-8.35924102093367e-05,-0.00018385944807381067
346,-8.525137255655069e-05,-0.00017371490260702991
347,-8.591060618011254e-05,-0.0001647047798026962
348,-8.557386051591211e-05,-0.00015441889751178318
349,-8.424485382843873e-05,-0.00014286191153453287
350,-8.192727363512308e-05,-0.0001317357530696063
351,-7.86247771225848e-05,-0.00011930856664277055
352,-7.674599395998247e-05,-0.00010558502309699339
353,-7.392763735628534e-05,-9.296525319320107e-05
354,-7.017316253862021e-05,-7.909636316213853e-05
355,-6.548599659276337e-05,-6.635951106638633e-05
356,-5.986953883806297e-05,-5.478760763016692e-05
357,-5.3327161195365445e-05,-4.441337850373276e-05
358,-4.821128066462637e-05,-3.292029350890456e-05
359,-4.221358983281869e-05,-2.0312335498305845e-05
360,-3.6987435749822425e-05,-8.24362122174382e-06
361,-3.0847902257387216e-05,4.97000108748261e-06
362,-2.3798238492802226e-05,1.701131473062452e-05
363,-1.5841668117898764e-05,3.0152539879359763e-05
364,-9.277073759153356e-06,4.209415263049799e-05
365,-1.8487411189113978e-06,5.509123052074148e-05
366,4.16186371090736e-06,6.523856203088322e-05
367,1.0993561074711436e-05,7.416477565988021e-05
368,1.8643460502376643e-05,8.183823519977709e-05
369,2.4855680620009583e-05,8.822747846053114e-05
370,2.9599450536223996e-05,9.330121598793356e-05
371,3.5080553020802766e-05,9.926471579144369e-05
372,4.1296392143451025e-05,0.0001061148709376111
373,4.824439228835227e-05,0.00011384859852006277
374,5.59219978948493e-05,0.0001224628393563619
375,6.43266732027347e-05,0.0001319545576902058
376,7.345590200204685e-05,0.00014012486913775527
377,8.330718738727133e-05,0.00014913110040917077
378,9.387805151584854e-05,0.00015897038423710739
379,0.0001051660353708934,0.0001674676148873351
380,0.00011716869852803389,0.00017459246945319908
381,0.00012832440788706316,0.0001809123761319024
382,0.00014022555148159382,0.0001880195408971106
383,0.00015286963953261188,0.00019591129370729403
384,0.00016257315463600152,0.00020245096836897793
385,0.00017301519072163873,0.00020973518097593138
386,0.00018419330616021616,0.00021776141686422239
387,0.00019399336763650988,0.00022652718022239202
388,0.00020449019452194994,0.00023602999386130991
389,0.00021568149224144502,0.00024474025398551775
390,0.00022547511870474077,0.00025212756798984645
391,0.00023384179230643816,0.0002587257429291851
392,0.0002407523845489348,0.00026457081363121036
393,0.00024824638517706476,0.0002676301505294108
394,0.00025632185715312555,0.00026997393581877464
395,0.0002634729298766324,0.0002695832634727099
396,0.0002691883211877818,0.0002679668256362102
397,0.00027547989197952493,0.00026713585134177724
398,0.00028085314474348436,0.0002655952152381685
399,0.0002868327134718382,0.00026284196890272567
400,0.0002913964431787158,0.00026086711672424856
401,0.0002965293044543042,0.0002581867476017521
402,0.00030222946043065226,0.00025430664756188724
403,0.0003064948873619648,0.0002491977990701501
404,0.00030929732580123657,0.0002448249538658076
405,0.00031060866028398095,0.00023919871182336288
406,0.00031091830801781203,0.0002328078017919381
407,0.00031172111039548967,0.00022714638096904834
408,0.00031104774524281045,0.00022221217634904204
409,0.00031083176346478387,0.00021800293048819747
410,0.0003110716799652547,0.0002125613671185726
411,0.00031176602044253243,0.0002078078663518044
412,0.0003129133212622362,0.00020374030058651634
413,0.00031451212933220095,0.0002003565566952387
414,0.0003165610019794005,0.0001976545358645162
415,0.0003176270383808009,0.00019420068498943223
416,0.00031917264437278104,0.0001914567614471727
417,0.0003211963218013672,0.00018942062241187707
418,0.00032369658291066944,0.00018618428824569198
419,0.0003233542708396188,0.00018030205067980838
420,0.0003234859316658163,0.00017367547608278692
421,0.00032409010447449304,0.000167748915375125
422,0.0003218754388355214,0.00015923038826867544
423,0.0003187263206284933,0.00015140805017740838
424,0.0003128057537834552,0.00014427984369389402
425,0.00030551938599678713,0.00013784372468942543
426,0.0002986993116543898,0.00013209766217512793
427,0.00029234411804876547,0.0001256483983385393
428,0.000285064412692918,0.00011852853503762927
429,0.00027689331274911123,0.00011215526392741028
430,0.00026924530229478674,0.00010652644440920165
431,0.00026211884595294445,0.00010163994917693115
432,0.0002555124182406686,9.74936640837092e-05
433,0.000249424503465776,9.408548801028135e-05
434,0.00024385359562496706,9.141333273532492e-05
435,0.00023879819830345382,8.947512280755711e-05
436,0.00023425682457603683,8.690627384636408e-05
437,0.00022842959748509495,8.509790072389502e-05
438,0.000223083157056581,8.404788832444312e-05
439,0.00021642832882616997,8.196634479474788e-05
440,0.00020887124730995142,8.060882605091166e-05
441,0.0002004440166777348,7.684895056497456e-05
442,0.00019252260989189026,7.20372603016149e-05
443,0.00018510559835344491,6.791395442501721e-05
444,0.00017819156228105607,6.447713383445843e-05
445,0.000170022393214045,5.996821333990536e-05
446,0.00016232367722498063,5.4780333090390204e-05
447,0.00015509409173638454,5.0273558978612134e-05
448,0.00014833232231611045,4.644603398141078e-05
449,0.00014203706259613655,4.329591200091507e-05
450,0.00013620701419248685,3.9089756029289985e-05
451,0.0001308408866262584,3.5527987436335545e-05
452,0.00012593739724574073,3.260886194316596e-05
453,0.00012149527114960087,3.033064547291948e-05
454,0.00011751324111112206,2.7383113160365652e-05
455,0.00011399004750347396,2.5102362126993476e-05
456,0.00011092443822599767,2.3486617618808918e-05
457,0.00010831516863148872,2.2534115044003337e-05
458,0.00010616100145445884,2.0946026940534255e-05
459,0.00010446070674036287,2.0046711060537478e-05
460,0.00010152956009226957,1.8150861683377724e-05
461,9.773254230802857e-05,1.5622881233781755e-05
462,9.4385965867221e-05,1.377850674550372e-05
463,9.148862725623884e-05,1.2615962163375998e-05
464,8.90393299583532e-05,1.213348131059934e-05
465,8.575933727845464e-05,1.1051760690954317e-05
466,8.295356415677384e-05,9.019247984988506e-06
467,8.062076755123054e-05,7.661764129881508e-06
468,7.87597114713519e-05,6.977579602948159e-06
469,7.736916691376263e-05,6.964974353637269e-06
470,7.644791179849968e-05,7.622237720298408e-06
471,7.473345828206139e-05,7.686395723896787e-06
472,7.351402301036136e-05,8.445181301843994e-06
473,7.278833901713577e-05,9.896846187489639e-06
474,7.255514631255479e-05,1.0786361594073057e-05
475,7.281319182142171e-05,1.1142593903957105e-05
476,7.356122932213827e-05,1.2242302803023812e-05
477,7.479801938642557e-05,1.2838241259158147e-05
478,7.52795272153087e-05,1.420175219705197e-05
479,7.627503058338574e-05,1.6330951817017968e-05
480,7.778324686160643e-05,1.9223966080850455e-05
481,7.82121900141305e-05,2.1288220379151404e-05
482,7.912396624615838e-05,2.285274676408203e-05
483,7.92874373449827e-05,2.5175699601324123e-05
484,7.838045039371626e-05,2.8255241460793695e-05
485,7.672801917285582e-05,3.086467954495436e-05
486,7.558108938786864e-05,3.42543249164427e-05
487,7.493842195064122e-05,3.8422306812963604e-05
488,7.479878425925632e-05,4.336676390574143e-05
489,7.51609501435843e-05,4.752784780738798e-05
490,7.602369981151382e-05,5.243485569546649e-05
491,7.738581979581295e-05,5.653598563862883e-05
492,7.924610290161071e-05,5.859924859747177e-05
493,8.039835950146664e-05,5.983447806241999e-05
494,8.207316589653312e-05,6.021727286251354e-05
495,8.273494361843298e-05,5.972333583627496e-05
496,8.389027360955066e-05,5.9858929263731274e-05
497,8.553797785752068e-05,6.062255803051326e-05
498,8.61541189938594e-05,6.048996921439623e-05
499,8.723395895624984e-05,5.9765610924122076e-05
500,8.877639403526465e-05,5.9664998269670984e-05
501,9.078032612783918e-05,5.867529147935146e-05
502,9.324466269167316e-05,5.828023571182893e-05
503,9.61683167001526e-05,5.847843463126591e-05
504,9.955020659778286e-05,5.9268498866076394e-05
505,0.00010338925625612711,6.0649045953457356e-05
506,0.00010619163481679096,6.11259401710893e-05
507,0.00010942314509775763,6.216468093230589e-05
508,0.00011308278164135471,6.376396082301623e-05
509,0.00011716954402147521,6.475536808082432e-05
510,0.0001216824368032551,6.633058544429865e-05
511,0.00012545792663443478,6.73257266962128e-05
512,0.000129683327118302,6.892775421351452e-05
513,0.00013435760283353457,7.1135282975223e-05
514,0.00013947972342372392,7.394693464012723e-05
515,0.00014358827655524962,7.590095049295633e-05
516,0.00014811722087698388,7.843094439249765e-05
517,0.0001530655936701761,8.153561041001096e-05
518,0.0001584324369127179,8.521364888214056e-05
519,0.00016277035188198393,8.801732100251395e-05
520,0.00016749963663531523,8.992358484809611e-05
521,0.0001714791696719908,9.120883663001948e-05
522,0.00017443734891479118,9.160119042155897e-05
523,0.00017635158972740533,9.251054643429672e-05
524,0.00017719939838521946,9.393574299372559e-05
525,0.00017838439649709472,9.587562396911464e-05
526,0.00017990581372993845,9.832903873128851e-05
527,0.00018176288353720932,9.987549642921562e-05
528,0.0001825388136756189,0.00010049238391333748
529,0.00018221140643111714,0.00010156990705207782
530,0.0001821679957236965,0.00010198617002418955
531,0.00018240792948180597,0.00010176701420922785
532,0.0001829305588822255,0.000102054829776886
533,0.00018373523832401913,0.00010284850155781671
534,0.0001837088546051373,0.00010303444878442358
535,0.000183987792832069,0.00010374859098734997
536,0.00018457136715066785,0.00010249141166445188
537,0.00018545889502784307,0.00010176024310277312
538,0.0001866496972257285,0.00010044974583618155
539,0.00018814309777613134,9.96873405656649e-05
540,0.0001885610134869391,9.947184888745032e-05
541,0.00018788174615843244,9.842781064623721e-05
542,0.00018745485992671172,9.790424080364421e-05
543,0.0001872797867162709,9.790002438434016e-05
544,0.00018735596123135983,9.841405145298147e-05
545,0.00018768282093408712,9.944521707801628e-05
546,0.00018825980602276465,9.963354101320533e-05
547,0.0001890863594104871,0.0001003129399902741
548,0.00019016192670394548,0.00010039832049124571
549,0.00019040388076181416,9.991449287410518e-05
550,0.00019091757545535503,9.996627883633472e-05
551,0.00019170241746032643,0.00010055255505066066
552,0.0001927578162466843,0.00010167220314119611
553,0.0001940831840574494,0.00010332410964886574
554,0.00019460562649079377,0.00010309992134452327
555,0.00019542046557546975,0.00010340587362022716
556,0.00019652707576705213,0.00010424086681058938
557,0.00019792483438968645,0.00010560380603956123
558,0.0001985484990237258,0.00010617032475496705
559,0.0001994854872985319,0.00010617657537601695
560,0.0001996743193738071,0.00010670760659302058
561,0.00019888381567493822,0.00010644767655513126
562,0.00019840475540904622,0.00010668719084745503
563,0.00019718131953245295,0.00010742512600198948
564,0.00019629121465572272,0.00010866046295844459
565,0.00019337896206797023,0.00010908883089211211
566,0.00018974917519100988,0.00010998956347936214
567,0.00018542607513682985,0.00011136169810982263
568,0.00018147967090266325,0.00011320427630187362
569,0.00017790919633634358,0.00011551634367457355
570,0.0001747138885696933,0.00011725474043574668
571,0.0001695658508684991,0.00011715647265164284
572,0.0001637529812319756,0.00011650920918838254
573,0.00015833588489329577,0.00011637332708178268
574,0.00015331376833692373,0.00011546919667517044
575,0.00014868584138833259,0.00011274271928604393
576,0.0001444513171917429,0.00011050206860777354
577,0.00014060941218806708,0.00010747571048702109
578,0.00013589143687535964,0.00010491074776404434
579,0.00013051605398246534,0.00010280626317427398
580,0.00012450679652120655,0.00010013710292972822
581,0.00011890958828486548,9.692657491251327e-05
582,0.00011270289898936406,9.19405142343326e-05
583,0.00010567423049835008,8.745611950407036e-05
584,9.905526761139835e-05,8.34724090599435e-05
585,9.058011436308324e-05,7.772330959556726e-05
586,8.149939038041934e-05,7.145926411866218e-05
587,7.284826144214024e-05,6.571526250570519e-05
588,6.361559056037502e-05,5.94799925790223e-05
589,5.382439000129954e-05,5.277629212289418e-05
590,4.450446897054993e-05,4.562691621541558e-05
591,3.5654924968742416e-05,3.905971433311288e-05
592,2.6271380359073993e-05,3.083826578035677e-05
593,1.6149051170016047e-05,2.3196843179518366e-05
594,6.4944828971138534e-06,1.5134243306409531e-05
595,-2.693213253948912e-06,6.672933020554938e-06
596,-1.2411666541955819e-05,-2.1647013269777527e-06
597,-2.1643208973030702e-05,-1.1356353465031644e-05
598,-3.03887582035752e-05,-1.9886386398997782e-05
599,-3.964098023822642e-05,-2.8970588849271442e-05
600,-4.838734534996997e-05,-3.741726553111691e-05
601,-5.662879940886987e-05,-4.522760691643584e-05
602,-6.436628462996017e-05,-5.3389608532637956e-05
603,-7.258591273947966e-05,-6.0896070008362776e-05
604,-8.028191199507484e-05,-6.77482066108102e-05
605,-8.745525212142164e-05,-7.492914533747105e-05
606,-9.410689913966029e-05,-8.241701485433524e-05
607,-0.00010023781538943687,-8.921133965912816e-05
608,-0.00010584895955076435,-9.531339248809273e-05
609,-0.00011094128666570259,-0.00010191513008996344
610,-0.0001164896160384522,-0.00010882223800461308
611,-0.00012268578821385688,-0.00011622683027019417
612,-0.00012933661083003984,-0.00012393598700224492
613,-0.00013545114642131483,-0.00013192814400657892
614,-0.0001410303697413895,-0.0001401818120023605
615,-0.00014607525189919054,-0.0001477096259817183
616,-0.00015155114253255115,-0.00015451289568134096
617,-0.00015647357788592083,-0.00016059292599210882
618,-0.00016084355489475504,-0.00016595101698687405
619,-0.00016562177505544627,-0.00017058846394801984
620,-0.00016982858373845746,-0.0001745065573948025
621,-0.0001755848846555843,-0.0001798264646304672
622,-0.000181726837043481,-0.0001844295280927666
623,-0.00018727954901980222,-0.0001883170245745619
624,-0.000193196086151825,-0.00019244224448805458
625,-0.00019850471771516856,-0.00019583368113311025
626,-0.00020320651903386934,-0.0001994416097287844
627,-0.00020825002470811028,-0.00020324512581960122
628,-0.00021361414423257585,-0.00020722339588644247
629,-0.00021927785860304273,-0.00021041120642270638
630,-0.00022427726851769947,-0.00021395345335315253
631,-0.00022955499223316318,-0.00021881131089678693
632,-0.0002341502207610896,-0.00022290325257354524
633,-0.0002380641418402156,-0.00022623061487905943
634,-0.0002424328839526865,-0.0002299296745005626
635,-0.0002461430342466195,-0.00023288716624266558
636,-0.00024919573380212086,-0.0002362350883824953
637,-0.0002525247090027843,-0.00023886429914562267
638,-0.0002561093292229342,-0.00024283367803281864
639,-0.00025899936220335194,-0.0002460867807840666
640,-0.00026119600101442075,-0.000248624844148683
641,-0.0002636272042998993,-0.0002504491005094679
642,-0.00026534722087948504,-0.00025248610408399637
643,-0.00026728115213262536,-0.0002547155069822039
644,-0.0002684862220280145,-0.00025619457607676713
645,-0.00026896366986576805,-0.00025692459338149483
646,-0.00026871473066466655,-0.0002569068364399248
647,-0.0002677406351848424,-0.0002561425783493502
648,-0.00026695936829280217,-0.0002566557961382279
649,-0.0002665393965452578,-0.0002575289338374688
650,-0.0002663118259154642,-0.00025859310663728206
651,-0.00026534406583739753,-0.0002589157331114046
652,-0.0002636373590930787,-0.0002584980651051994
653,-0.00026119294422920404,-0.0002573413501530549
654,-0.00025910602779236465,-0.00025744915142986494
655,-0.0002572105203317802,-0.0002577273033586926
656,-0.00025548652831078214,-0.00025725037504938927
657,-0.0002530100226253067,-0.00025601962945849684
658,-0.00025086838342469256,-0.00025403632523758786
659,-0.000248897746800956,-0.0002523859038865457
660,-0.0002481606310172303,-0.0002500049613875314
661,-0.0002466758889568043,-0.00024689471217658745
662,-0.0002444447545108479,-0.00024305636657397385
663,-0.00024344095884672024,-0.00023938714800916865
664,-0.00024169318328853302,-0.00023497279065045045
665,-0.0002402753233205801,-0.0002298145239184436
666,-0.00023920604741484923,-0.00022391357310269018
667,-0.00023850396499295118,-0.00021727115938299373
668,-0.00023712061859334677,-0.00020988849985061175
669,-0.00023594510313387743,-0.00020265478870409702
670,-0.00023495793895526857,-0.00019661390943804765
671,-0.000234315775795941,-0.0001908785387844404
672,-0.00023403708428200722,-0.00018546721524926284
673,-0.00023308257975164872,-0.00017934072180311595
674,-0.00023145335816332328,-0.00017250022179085645
675,-0.0002300305998743383,-0.000166880981156916
676,-0.00022879501027506634,-0.00016055000940074497
677,-0.00022684986727857252,-0.00015350845861682906
678,-0.0002241963126173771,-0.0001457574771015731
679,-0.00022275712449177734,-0.0001381731127686348
680,-0.00022165669038953626,-0.00013090757362048318
681,-0.00021987010230509966,-0.0001248514550867061
682,-0.0002184397992352816,-0.0001191317262468617
683,-0.00021634436855950473,-0.00011272701037229916
684,-0.00021358487166396847,-0.00010563840459902081
685,-0.0002111983675319462,-9.890300351888328e-05
686,-0.00020920288972114183,-9.253887615784932e-05
687,-0.00020658394521859747,-8.553156483178523e-05
688,-0.00020437323928082006,-7.891280998746655e-05
689,-0.00020258866897490555,-7.270054374457494e-05
690,-0.00020022085531393803,-6.691264339816785e-05
691,-0.00019727072143434587,-6.054144840821218e-05
692,-0.0001956214058719544,-5.547010340925147e-05
